transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,revenue
546,2025-01-01,19:49:37,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
186,2025-01-01,12:38:28,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
290,2025-01-01,14:20:08,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
507,2025-01-01,18:51:23,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
508,2025-01-01,18:51:41,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
251,2025-01-01,13:39:41,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
482,2025-01-01,18:18:10,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
329,2025-01-01,15:08:28,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
73,2025-01-01,9:53:28,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
149,2025-01-01,11:50:23,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
77,2025-01-01,9:54:46,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
3,2025-01-01,7:14:04,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
166,2025-01-01,12:06:29,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
417,2025-01-01,17:09:18,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
429,2025-01-01,17:19:28,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
200,2025-01-01,12:51:21,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
210,2025-01-01,12:55:36,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
355,2025-01-01,15:34:10,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
78,2025-01-01,9:55:16,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
154,2025-01-01,11:57:59,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
387,2025-01-01,16:25:28,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
522,2025-01-01,19:09:54,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
509,2025-01-01,18:52:18,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
281,2025-01-01,14:03:41,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
513,2025-01-01,18:56:35,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
1090,2025-01-02,19:18:07,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
1075,2025-01-02,18:49:22,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,3
785,2025-01-02,13:29:51,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75
1076,2025-01-02,18:50:17,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
1040,2025-01-02,18:05:46,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
869,2025-01-02,15:03:12,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
798,2025-01-02,13:40:36,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
1050,2025-01-02,18:22:30,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
974,2025-01-02,16:42:33,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
773,2025-01-02,13:10:17,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
633,2025-01-02,10:13:55,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
699,2025-01-02,11:55:31,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
806,2025-01-02,13:51:33,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
746,2025-01-02,12:42:19,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
970,2025-01-02,16:35:54,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
704,2025-01-02,11:58:49,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
831,2025-01-02,14:13:26,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
1003,2025-01-02,17:20:14,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
1084,2025-01-02,19:01:39,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
682,2025-01-02,11:35:14,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
696,2025-01-02,11:53:54,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
727,2025-01-02,12:25:03,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3
760,2025-01-02,12:59:28,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
800,2025-01-02,13:40:53,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
1041,2025-01-02,18:05:46,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
716,2025-01-02,12:21:38,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
561,2025-01-02,7:48:26,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
660,2025-01-02,11:13:01,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
761,2025-01-02,12:59:45,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
801,2025-01-02,13:42:07,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
1046,2025-01-02,18:17:58,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
621,2025-01-02,9:56:28,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
557,2025-01-02,7:22:45,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
641,2025-01-02,10:30:39,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
1103,2025-01-02,19:45:11,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
1088,2025-01-02,19:16:12,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
627,2025-01-02,10:05:11,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
634,2025-01-02,10:16:43,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
709,2025-01-02,12:12:44,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
799,2025-01-02,13:40:53,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
873,2025-01-02,15:09:48,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
899,2025-01-02,15:36:29,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
655,2025-01-02,11:06:28,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
904,2025-01-02,15:41:09,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
581,2025-01-02,8:25:22,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
606,2025-01-02,9:26:16,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
1014,2025-01-02,17:35:40,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
916,2025-01-02,15:50:27,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
937,2025-01-02,16:08:22,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
624,2025-01-02,10:01:57,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
1694,2025-01-03,19:53:30,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
1397,2025-01-03,14:31:14,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,6
1221,2025-01-03,11:08:51,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
1564,2025-01-03,16:59:26,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
1551,2025-01-03,16:43:58,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
1408,2025-01-03,14:44:43,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
1522,2025-01-03,16:23:27,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
1299,2025-01-03,12:44:41,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
1470,2025-01-03,15:33:20,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
1485,2025-01-03,15:45:57,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
1657,2025-01-03,18:59:38,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
1376,2025-01-03,14:13:47,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
1248,2025-01-03,11:33:44,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
1473,2025-01-03,15:33:40,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
1606,2025-01-03,17:41:27,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
1227,2025-01-03,11:17:01,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5
1569,2025-01-03,17:04:37,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
1372,2025-01-03,14:09:52,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
1203,2025-01-03,10:33:49,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
1537,2025-01-03,16:33:26,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
1406,2025-01-03,14:43:48,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
1218,2025-01-03,11:05:55,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
1119,2025-01-03,7:06:53,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
1670,2025-01-03,19:19:20,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
1187,2025-01-03,9:50:48,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
1270,2025-01-03,11:56:15,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
1172,2025-01-03,9:18:30,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
1180,2025-01-03,9:43:23,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
1497,2025-01-03,15:55:15,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
1146,2025-01-03,8:34:35,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3
1262,2025-01-03,11:46:27,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
1207,2025-01-03,10:43:23,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
1199,2025-01-03,10:25:55,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
1362,2025-01-03,14:00:27,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
1198,2025-01-03,10:22:26,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
1433,2025-01-03,15:02:09,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
1603,2025-01-03,17:39:49,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
1666,2025-01-03,19:11:11,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
1566,2025-01-03,17:00:58,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
1662,2025-01-03,19:07:24,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
1361,2025-01-03,13:59:44,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
1325,2025-01-03,13:06:00,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
1337,2025-01-03,13:20:01,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5
1127,2025-01-03,8:13:05,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,3
1539,2025-01-03,16:34:56,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
1687,2025-01-03,19:40:35,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
1123,2025-01-03,7:37:05,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
1663,2025-01-03,19:09:50,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
1458,2025-01-03,15:19:17,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
1282,2025-01-03,12:08:20,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
2182,2025-01-04,19:41:01,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
1772,2025-01-04,10:28:27,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
1930,2025-01-04,14:08:52,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
1874,2025-01-04,12:57:48,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
1936,2025-01-04,14:17:15,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
2123,2025-01-04,18:16:20,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
1854,2025-01-04,12:29:24,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
1754,2025-01-04,9:56:35,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
2021,2025-01-04,15:37:14,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
1708,2025-01-04,8:03:34,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
1803,2025-01-04,11:33:32,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
1960,2025-01-04,14:42:55,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
2050,2025-01-04,16:38:01,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
1891,2025-01-04,13:17:56,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
1800,2025-01-04,11:29:36,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
2105,2025-01-04,17:55:41,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
2151,2025-01-04,18:52:45,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
1729,2025-01-04,8:43:10,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
1836,2025-01-04,12:11:39,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
2186,2025-01-04,19:49:12,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
1965,2025-01-04,14:45:36,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
1988,2025-01-04,15:03:33,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
2190,2025-01-04,19:49:34,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
1771,2025-01-04,10:27:54,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
1762,2025-01-04,10:13:21,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
1792,2025-01-04,11:24:28,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
2068,2025-01-04,17:08:53,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
2179,2025-01-04,19:39:24,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
1776,2025-01-04,11:01:26,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
1767,2025-01-04,10:22:16,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
2139,2025-01-04,18:37:55,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
1775,2025-01-04,11:01:13,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
1839,2025-01-04,12:14:53,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
1701,2025-01-04,7:15:38,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
2031,2025-01-04,15:47:33,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
1778,2025-01-04,11:01:48,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
1908,2025-01-04,13:48:50,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
1881,2025-01-04,13:07:28,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
2135,2025-01-04,18:29:20,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
1986,2025-01-04,15:02:50,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
1894,2025-01-04,13:20:51,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5
2136,2025-01-04,18:32:45,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
1732,2025-01-04,8:53:36,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
2015,2025-01-04,15:36:16,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
1699,2025-01-04,7:09:20,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
1710,2025-01-04,8:06:13,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
2032,2025-01-04,15:50:29,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
1872,2025-01-04,12:54:41,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
1783,2025-01-04,11:11:58,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
2053,2025-01-04,16:51:38,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
2372,2025-01-05,12:18:39,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
2273,2025-01-05,10:09:39,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5
2557,2025-01-05,15:46:45,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
2286,2025-01-05,10:33:51,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
2564,2025-01-05,15:50:17,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75
2406,2025-01-05,12:48:53,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
2373,2025-01-05,12:19:01,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
2446,2025-01-05,13:32:49,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
2714,2025-01-05,19:12:40,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3
2395,2025-01-05,12:41:35,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
2202,2025-01-05,7:26:29,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
2550,2025-01-05,15:38:14,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
2620,2025-01-05,16:52:28,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
2457,2025-01-05,13:50:56,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,6
2443,2025-01-05,13:29:49,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
2512,2025-01-05,14:49:25,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
2697,2025-01-05,18:37:33,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
2251,2025-01-05,9:12:44,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
2666,2025-01-05,17:55:41,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
2695,2025-01-05,18:35:31,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
2268,2025-01-05,9:47:57,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
2636,2025-01-05,17:15:40,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
2736,2025-01-05,19:48:41,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
2421,2025-01-05,13:08:10,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
2508,2025-01-05,14:46:51,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
2198,2025-01-05,7:11:08,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
2584,2025-01-05,16:07:39,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
